,gameID,playerID,decision,savePercentage,PPSave%,evenSave%,play_id,strength,gameWinningGoal,emptyNet,PKSavePercentage
30273,2006020991.0,8469514.0,W,100.0,100.0,100.0,2012020105_161,Even,False,False,100.0
37429,2005020306.0,8464999.0,W,91.89189189,92.30769231,91.30434783,2012020686_124,Power Play,True,False,100.0
37475,2005020121.0,8460712.0,W,97.36842105,90.0,100.0,2012020406_215,Even,False,False,100.0
37474,2005020121.0,8462117.0,L,93.33333333,88.88888889,94.44444444,2012020406_213,Power Play,False,False,100.0
37468,2005020026.0,8445386.0,L,80.0,33.33333333,85.0,2012020493_291,Even,False,False,100.0
37465,2005020480.0,8462052.0,L,89.18918919,90.0,88.46153846,2012020493_112,Even,False,False,100.0
37464,2005021047.0,8469658.0,W,92.85714286,80.0,95.23809524,2012020493_25,Power Play,False,False,100.0
37463,2005021047.0,8468550.0,L,79.31034483,66.66666667,84.21052632,2012020426_245,Even,False,False,100.0
37460,2005021151.0,8468011.0,W,94.11764706,75.0,96.55172414,2012020426_149,Power Play,False,False,100.0
37458,2005020287.0,8466141.0,L,91.11111111,84.61538462,93.33333333,2013020878_239,Even,False,True,100.0
37457,2005020571.0,8469675.0,W,88.88888889,100.0,87.5,2013020878_215,Power Play,False,False,100.0
37456,2005020571.0,8460535.0,L,89.18918919,90.90909091,88.0,2013020878_210,Power Play,False,False,100.0
37452,2005020956.0,8468685.0,L,90.32258065,80.0,95.0,2013020921_272,Power Play,True,False,100.0
37451,2005020956.0,8470140.0,W,94.28571429,90.90909091,95.65217391,2013020921_231,Even,False,False,100.0
37450,2005020059.0,8468685.0,W,95.23809524,100.0,93.75,2013020921_202,Even,False,False,100.0
37447,2005020731.0,8466290.0,W,88.23529412,88.88888889,86.36363636,2013020229_279,Even,False,True,100.0
37442,2005020309.0,8468685.0,W,94.11764706,75.0,96.55172414,2013020229_72,Even,False,False,100.0
37437,2005021051.0,8460715.0,W,86.95652174,60.0,94.11764706,2013020837_56,Power Play,False,False,100.0
37434,2005020030.0,8468685.0,L,88.88888889,87.5,88.88888889,2012020237_233,Even,True,False,100.0
37432,2005020361.0,8445386.0,W,97.14285714,93.33333333,100.0,2012020237_96,Even,False,False,100.0
37431,2005021186.0,8469461.0,W,96.2962963,100.0,95.45454545,2012020686_184,Even,False,False,100.0
37476,2005020644.0,8462147.0,L,91.66666667,85.71428571,92.30769231,2013020241_278,Power Play,False,False,100.0
37477,2005020644.0,8468481.0,W,93.33333333,80.0,95.83333333,2013020241_304,Power Play,False,False,100.0
37479,2005020166.0,8460712.0,L,83.87096774,70.0,90.0,2012020333_29,Even,False,False,100.0
37504,2005020848.0,8460612.0,L,84.84848485,66.66666667,88.0,2013020994_105,Power Play,False,False,100.0
37522,2005020528.0,8445386.0,W,97.05882353,100.0,95.0,2012020351_78,Even,False,False,100.0
37521,2005020528.0,8455710.0,L,92.59259259,80.0,95.23809524,2012020351_15,Even,False,False,100.0
37516,2005020576.0,8468011.0,L,90.0,80.0,92.85714286,2013020448_256,Even,False,False,100.0
37515,2005020576.0,8466141.0,W,96.55172414,100.0,90.90909091,2013020448_171,Even,True,False,100.0
37514,2005020911.0,8448535.0,W,95.23809524,100.0,93.10344828,2013020824_269,Power Play,False,False,100.0
37509,2005020438.0,8470084.0,L,93.75,90.0,94.73684211,2013020260_247,Even,False,False,100.0
37506,2005020217.0,8460806.0,W,97.22222222,100.0,96.15384615,2013020260_15,Even,False,False,100.0
37505,2005020848.0,8462117.0,W,88.88888889,100.0,85.71428571,2013020994_192,Even,True,False,100.0
37501,2005020181.0,8459140.0,L,80.0,50.0,86.66666667,2013020086_315,Even,False,False,100.0
37480,2005020933.0,8469514.0,W,96.2962963,100.0,96.0,2012020333_137,Short Handed,False,False,100.0
37498,2005020798.0,8469658.0,W,100.0,100.0,100.0,2013020086_45,Even,False,False,100.0
37497,2005020798.0,8460703.0,L,96.42857143,80.0,100.0,2012020088_311,Even,False,False,100.0
37496,2005020998.0,8470140.0,L,85.18518519,85.71428571,82.35294118,2012020088_197,Even,False,False,100.0
37495,2005020998.0,8467511.0,W,92.59259259,87.5,94.11764706,2012020088_190,Power Play,False,False,100.0
37494,2005020897.0,8470140.0,W,93.75,77.77777778,100.0,2012020088_182,Power Play,True,False,100.0
37493,2005020897.0,8448535.0,L,91.17647059,91.66666667,89.47368421,2012020088_57,Even,False,False,100.0
37489,2005020785.0,8469658.0,L,94.44444444,81.81818182,100.0,2012020075_242,Power Play,False,False,100.0
37482,2005020918.0,8460715.0,W,85.18518519,77.77777778,86.66666667,2012020333_208,Even,False,False,100.0
37430,2005021186.0,8469479.0,L,87.09677419,80.0,87.5,2012020686_132,Even,False,False,100.0
37425,2005020265.0,8460612.0,W,97.56097561,100.0,96.42857143,2012020354_193,Even,False,False,100.0
37526,2005020567.0,8468166.0,L,96.2962963,100.0,95.0,2013020751_24,Even,False,False,100.0
37424,2005021036.0,8459579.0,L,78.57142857,0.0,81.81818182,2012020354_7,Even,True,False,100.0
37380,2005020819.0,8466141.0,W,100.0,100.0,100.0,2013020054_98,Power Play,False,False,100.0
37375,2005021099.0,8469548.0,L,96.875,85.71428571,100.0,2013020031_58,Power Play,True,False,100.0
37371,2005020601.0,8466290.0,W,94.28571429,85.71428571,96.2962963,2013020570_228,Even,False,False,100.0
37369,2005021223.0,8462047.0,W,100.0,100.0,100.0,2013020570_36,Power Play,False,False,100.0
37367,2005020670.0,8462161.0,W,95.45454545,87.5,100.0,2013020531_193,Even,False,False,100.0
37364,2005020034.0,8460712.0,W,94.28571429,100.0,92.85714286,2013020531_30,Even,False,False,100.0
37361,2005021192.0,8460535.0,L,95.83333333,100.0,94.11764706,2012020241_200,Power Play,False,False,100.0
37360,2005021112.0,8462102.0,L,94.44444444,87.5,96.0,2012020241_159,Even,False,False,100.0
37357,2005020555.0,8469479.0,L,88.0,76.92307692,100.0,2012020241_11,Even,False,False,100.0
37353,2005020220.0,8459579.0,L,84.0,83.33333333,82.35294118,2013020091_332,Power Play,False,True,100.0
37350,2005020875.0,8462152.0,L,90.90909091,100.0,88.88888889,2013021180_259,Even,False,True,100.0
37348,2005021159.0,8460704.0,W,93.33333333,75.0,100.0,2013021180_247,Even,True,False,100.0
37347,2005020346.0,8467511.0,L,85.0,83.33333333,84.61538462,2013021180_202,Even,False,False,100.0
37346,2005020346.0,8458075.0,W,94.44444444,100.0,93.75,2013021180_150,Even,False,False,100.0
37345,2005020959.0,8458988.0,W,88.88888889,75.0,94.11764706,2013021180_114,Even,False,False,100.0
37343,2005020631.0,8468685.0,W,90.47619048,80.0,93.33333333,2013020173_193,Power Play,True,False,100.0
37339,2005020356.0,8469675.0,L,78.94736842,0.0,80.0,2013021142_230,Even,False,False,100.0
37338,2005020356.0,8469529.0,W,93.10344828,100.0,88.88888889,2013021142_185,Power Play,False,False,100.0
37337,2005020159.0,8470084.0,L,88.23529412,94.11764706,78.57142857,2012020377_275,Even,False,False,100.0
37383,2005020019.0,8467511.0,W,92.85714286,83.33333333,100.0,2013020365_150,Power Play,True,False,100.0
37385,2005020735.0,8470594.0,W,96.66666667,94.11764706,100.0,2013020365_273,Power Play,False,False,100.0
37386,2005020297.0,8466156.0,W,90.90909091,75.0,93.75,2012020151_49,Even,False,False,100.0
37404,2005020488.0,8462147.0,L,84.375,90.0,80.95238095,2013020272_275,Even,True,False,100.0
37417,2005021164.0,8458988.0,W,95.23809524,92.30769231,96.0,2013020311_325,Even,False,False,100.0
37416,2005021067.0,8467913.0,W,89.47368421,75.0,91.66666667,2013020311_300,Power Play,False,False,100.0
37415,2005021067.0,8464999.0,L,78.125,75.0,78.26086957,2013020311_294,Short Handed,False,False,100.0
37414,2005020303.0,8459308.0,L,90.0,92.30769231,87.5,2013020311_282,Even,False,False,100.0
37413,2005020303.0,8468166.0,W,94.11764706,100.0,92.0,2013020311_188,Even,False,False,100.0
37412,2005021121.0,8459463.0,W,91.30434783,100.0,90.47619048,2013020311_163,Even,False,False,100.0
37408,2005020022.0,8462055.0,L,92.10526316,100.0,88.0,2012020523_133,Short Handed,False,False,100.0
37407,2005020022.0,8462147.0,W,95.0,85.71428571,100.0,2012020523_84,Even,False,False,100.0
37401,2005020396.0,8448382.0,W,86.20689655,66.66666667,90.47619048,2013020272_28,Even,False,False,100.0
37387,2005020297.0,8467453.0,L,87.5,83.33333333,88.23529412,2012020151_70,Even,True,False,100.0
37398,2005020399.0,8470657.0,L,92.85714286,100.0,91.66666667,2013020066_313,Power Play,False,False,100.0
37397,2005020399.0,8468481.0,W,97.22222222,100.0,96.55172414,2013020066_280,Power Play,False,False,100.0
37396,2005020611.0,8468685.0,W,100.0,100.0,100.0,2013020066_235,Even,False,False,100.0
37395,2005020611.0,8466141.0,L,84.0,75.0,85.0,2013020066_206,Power Play,False,False,100.0
37391,2005021178.0,8460612.0,W,88.23529412,100.0,84.61538462,2013020066_79,Even,False,False,100.0
37390,2005021178.0,8462055.0,L,88.46153846,80.0,93.33333333,2012020151_228,Power Play,False,False,100.0
37389,2005020503.0,8470084.0,W,96.2962963,100.0,95.0,2012020151_192,Even,False,False,100.0
37388,2005020503.0,8468550.0,L,84.0,75.0,84.21052632,2012020151_187,Power Play,False,False,100.0
37525,2005020567.0,8462044.0,W,88.23529412,80.0,94.44444444,2012020351_320,Even,True,False,100.0
37528,2005020459.0,8469529.0,W,92.30769231,100.0,90.47619048,2013020751_101,Even,False,False,100.0
37730,2005021037.0,8470263.0,W,92.5,88.88888889,93.10344828,2012020542_180,Even,False,False,100.0
37631,2005020675.0,8462117.0,W,95.45454545,100.0,95.0,2013020289_108,Even,False,False,100.0
37673,2005021210.0,8467391.0,W,97.5,100.0,96.2962963,2013020582_271,Power Play,False,False,100.0
37672,2005021210.0,8462147.0,L,96.0,100.0,94.44444444,2013020582_140,Power Play,False,False,100.0
37670,2005020397.0,8470084.0,W,90.0,75.0,93.5483871,2012020700_265,Even,False,False,100.0
37666,2005020561.0,8470140.0,L,86.20689655,66.66666667,89.47368421,2012020700_147,Even,False,False,100.0
37664,2005020763.0,8460715.0,L,91.66666667,100.0,90.0,2013020525_309,Even,True,False,100.0
37663,2005020980.0,8468685.0,W,90.0,100.0,85.18518519,2013020525_299,Even,False,False,100.0
37661,2005021104.0,8460806.0,L,84.61538462,60.0,88.88888889,2013020525_257,Even,False,False,100.0
37660,2005021104.0,8462147.0,W,96.15384615,100.0,95.45454545,2013020525_236,Even,False,False,100.0
37659,2005020863.0,8462044.0,W,95.83333333,100.0,95.0,2013020525_231,Even,False,False,100.0
37656,2005020794.0,8445386.0,L,86.66666667,100.0,80.0,2013020525_76,Short Handed,False,False,100.0
37653,2005020854.0,8447687.0,W,93.5483871,100.0,92.0,2013020106_164,Even,False,False,100.0
37651,2005020854.0,8467511.0,L,95.45454545,100.0,93.75,2013020106_95,Even,False,False,100.0
37643,2005020719.0,8467895.0,L,86.36363636,80.0,87.5,2013020845_73,Even,False,False,100.0
37642,2005020095.0,8459579.0,W,93.33333333,87.5,95.0,2012020045_219,Even,False,False,100.0
37638,2005020283.0,8460516.0,W,96.15384615,100.0,94.44444444,2013020046_197,Power Play,False,False,100.0
37637,2005020651.0,8470140.0,W,100.0,100.0,100.0,2013020046_189,Power Play,True,False,100.0
37636,2005020651.0,8468166.0,L,91.66666667,85.71428571,93.75,2013020046_98,Even,False,False,100.0
37635,2005020451.0,8455710.0,W,96.66666667,100.0,95.0,2013020046_52,Even,False,False,100.0
37633,2005020920.0,8468166.0,L,95.65217391,100.0,92.85714286,2013020289_275,Even,True,False,100.0
37676,2005020193.0,8445386.0,L,88.57142857,85.71428571,90.0,2012020513_22,Power Play,True,False,100.0
37678,2005020570.0,8462055.0,L,83.33333333,71.42857143,86.36363636,2012020513_260,Even,False,False,100.0
37680,2005020570.0,8458568.0,W,86.66666667,100.0,80.0,2013020797_62,Power Play,True,False,100.0
37705,2005020318.0,8460535.0,W,94.73684211,100.0,88.23529412,2013020361_171,Even,False,False,100.0
37718,2005021129.0,8470594.0,L,77.77777778,40.0,85.0,2013020850_247,Even,False,False,100.0
37717,2005021145.0,8459140.0,L,89.74358974,50.0,96.66666667,2013020850_214,Even,False,False,100.0
37715,2005020174.0,8462044.0,W,94.44444444,83.33333333,96.55172414,2013020850_184,Even,False,False,100.0
37714,2005020174.0,8470263.0,L,88.88888889,66.66666667,90.47619048,2013020850_73,Even,False,False,100.0
37713,2005021108.0,8458988.0,L,91.89189189,75.0,96.15384615,2013020332_348,Power Play,True,False,100.0
37709,2005020136.0,8470263.0,W,85.71428571,91.66666667,78.57142857,2013020332_207,Even,False,False,100.0
37707,2005020441.0,8468550.0,W,93.10344828,100.0,88.23529412,2013020332_124,Power Play,False,False,100.0
37706,2005020441.0,8462044.0,L,88.88888889,81.81818182,93.33333333,2013020361_288,Even,False,True,100.0
37704,2005020318.0,8458615.0,L,93.33333333,80.0,100.0,2013020361_138,Even,False,False,100.0
37682,2005020321.0,8448382.0,L,90.0,100.0,88.23529412,2013020797_161,Even,False,False,100.0
37703,2005020277.0,8467511.0,L,89.65517241,90.90909091,85.71428571,2013020361_92,Even,True,False,100.0
37702,2005020277.0,8470594.0,W,95.74468085,66.66666667,100.0,2013020361_51,Even,False,False,100.0
37699,2005020424.0,8469529.0,W,92.85714286,85.71428571,94.73684211,2012020660_143,Even,False,False,100.0
37698,2005020424.0,8469461.0,L,73.33333333,50.0,75.0,2012020660_126,Even,False,False,100.0
37690,2005020107.0,8460516.0,W,91.66666667,100.0,86.66666667,2013020253_318,Power Play,False,False,100.0
37689,2005020107.0,8448382.0,L,92.10526316,81.81818182,95.65217391,2013020253_306,Even,False,False,100.0
37688,2005020235.0,8462055.0,W,96.0,90.0,100.0,2013020253_197,Even,False,False,100.0
37684,2005020289.0,8462255.0,W,82.14285714,75.0,83.33333333,2013020797_287,Even,False,False,100.0
37632,2005020920.0,8466290.0,W,95.83333333,0.0,100.0,2013020289_252,Even,False,False,100.0
37628,2005020809.0,8467913.0,L,92.5,84.61538462,96.0,2013020455_325,Even,False,False,100.0
37529,2005020459.0,8455710.0,L,90.90909091,85.71428571,91.66666667,2013020751_158,Even,False,False,100.0
37627,2005021184.0,8458075.0,L,87.09677419,83.33333333,86.95652174,2013020455_275,Even,True,False,100.0
37575,2005020890.0,8467913.0,W,86.66666667,80.0,86.95652174,2013020587_278,Power Play,True,False,100.0
37573,2005021141.0,8470320.0,W,92.85714286,90.0,93.5483871,2013020587_181,Even,False,False,100.0
37563,2005021197.0,8459463.0,L,86.20689655,83.33333333,85.0,2012020344_302,Power Play,False,False,100.0
37560,2005020308.0,8460516.0,W,93.93939394,66.66666667,100.0,2012020344_167,Even,False,False,100.0
37559,2005021228.0,8460715.0,L,81.25,100.0,85.71428571,2012020344_55,Even,False,False,100.0
37557,2005021228.0,8462161.0,W,97.6744186,92.85714286,100.0,2013021070_268,Even,True,False,100.0
37554,2005020587.0,8455710.0,W,100.0,100.0,100.0,2013021070_209,Even,False,False,100.0
37552,2005020891.0,8469152.0,W,90.47619048,100.0,89.47368421,2013021070_84,Even,False,False,100.0
37551,2005020891.0,8462117.0,L,90.0,100.0,88.0,2013021070_60,Power Play,False,False,100.0
37549,2005021167.0,8462044.0,W,95.12195122,84.61538462,100.0,2013020385_311,Power Play,False,False,100.0
37547,2005020464.0,8445769.0,W,96.2962963,100.0,94.44444444,2013020385_253,Power Play,False,False,100.0
37546,2005021025.0,8458988.0,W,94.44444444,100.0,93.33333333,2013020385_190,Even,False,False,100.0
37544,2005020907.0,8458988.0,W,89.65517241,80.0,90.90909091,2013020385_61,Even,False,False,100.0
37542,2005021147.0,8460703.0,L,84.0,50.0,86.36363636,2013020385_7,Even,False,False,100.0
37541,2005021147.0,8459463.0,W,88.46153846,87.5,87.5,2012020613_296,Even,True,False,100.0
37540,2005020241.0,8459579.0,L,86.66666667,75.0,88.0,2012020703_282,Short Handed,False,True,100.0
37535,2005020778.0,8467913.0,W,91.30434783,90.90909091,90.47619048,2012020276_134,Even,False,False,100.0
37533,2005020924.0,8460705.0,L,81.48148148,60.0,84.21052632,2013020751_287,Even,False,False,100.0
37532,2005020233.0,8456137.0,W,100.0,100.0,100.0,2013020751_277,Even,False,False,100.0
37578,2005020180.0,8460715.0,L,82.14285714,60.0,94.11764706,2013020212_92,Even,False,False,100.0
37579,2005020477.0,8469658.0,L,85.71428571,83.33333333,86.66666667,2013020212_117,Even,False,False,100.0
37580,2005020477.0,8460806.0,W,90.90909091,100.0,89.28571429,2013020212_146,Even,False,False,100.0
37613,2005020293.0,8460612.0,W,83.33333333,66.66666667,90.0,2013020372_253,Even,False,False,100.0
37626,2005021184.0,8462102.0,W,88.46153846,100.0,86.95652174,2013020455_155,Even,False,False,100.0
37625,2005020336.0,8468481.0,L,86.66666667,70.0,90.90909091,2013020788_306,Even,True,False,100.0
37624,2005020336.0,8447687.0,W,93.93939394,75.0,96.42857143,2013020788_215,Even,False,False,100.0
37623,2005020001.0,8467453.0,L,90.47619048,75.0,92.85714286,2013020788_182,Power Play,False,False,100.0
37620,2005020774.0,8468011.0,W,94.59459459,100.0,91.30434783,2013020788_140,Short Handed,False,False,100.0
37616,2005020058.0,8462055.0,L,88.88888889,100.0,83.33333333,2013020372_286,Even,False,True,100.0
37615,2005020110.0,8459308.0,W,92.0,85.71428571,92.30769231,2013020372_281,Power Play,False,False,100.0
37614,2005020110.0,8468524.0,L,92.30769231,72.72727273,100.0,2013020372_264,Even,False,False,100.0
37611,2005020167.0,8458988.0,W,93.75,83.33333333,100.0,2013020372_182,Even,False,False,100.0
37581,2005020824.0,8467486.0,L,85.71428571,85.71428571,84.21052632,2013020212_208,Power Play,False,False,100.0
37610,2005020167.0,8468037.0,L,87.5,83.33333333,88.23529412,2013020372_56,Power Play,False,False,100.0
37600,2005020222.0,8459463.0,L,87.5,100.0,82.35294118,2012020232_82,Even,False,False,100.0
37599,2005020222.0,8467959.0,W,94.59459459,100.0,93.10344828,2013020979_291,Even,False,False,100.0
37598,2005020268.0,8460715.0,W,91.66666667,60.0,100.0,2013020979_267,Even,False,False,100.0
37596,2005020273.0,8445386.0,W,96.42857143,100.0,95.23809524,2013020979_79,Even,False,False,100.0
37593,2005020460.0,8458568.0,L,90.0,75.0,90.90909091,2013021003_234,Even,False,False,100.0
37589,2005020534.0,8462147.0,W,94.11764706,100.0,91.66666667,2013021003_166,Even,False,False,100.0
37586,2005020422.0,8460705.0,W,94.44444444,100.0,92.85714286,2013021003_132,Even,False,False,100.0
37336,2005020159.0,8466339.0,W,87.09677419,100.0,82.60869565,2012020377_181,Even,True,False,100.0
37325,2005020332.0,8459463.0,W,84.21052632,71.42857143,90.90909091,2013020069_323,Even,False,False,100.0
37322,2005020575.0,8448535.0,L,88.37209302,80.0,92.0,2012020307_273,Even,False,False,100.0
37063,2005020431.0,8462255.0,L,91.66666667,77.77777778,100.0,2013020974_224,Power Play,False,False,100.0
37095,2005021213.0,8469461.0,L,90.24390244,88.23529412,91.30434783,2013020301_264,Even,False,False,100.0
37092,2005020733.0,8465093.0,L,66.66666667,85.71428571,42.85714286,2013020301_114,Power Play,True,False,100.0
37091,2005020733.0,8469658.0,W,88.88888889,85.71428571,89.47368421,2013020301_67,Even,False,False,100.0
37090,2005020886.0,8448382.0,W,89.47368421,100.0,85.71428571,2012020408_309,Even,False,False,100.0
37088,2005020886.0,8460704.0,L,80.95238095,83.33333333,78.57142857,2012020408_176,Even,True,False,100.0
37086,2005020677.0,8469675.0,W,88.46153846,100.0,84.21052632,2012020408_135,Even,False,False,100.0
37085,2005020045.0,8460715.0,L,80.0,75.0,78.57142857,2012020408_103,Even,False,False,100.0
37082,2005021175.0,8459308.0,W,100.0,100.0,100.0,2012020408_41,Even,False,False,100.0
37081,2005021175.0,8460806.0,L,92.59259259,87.5,94.44444444,2012020408_29,Power Play,False,False,100.0
37080,2005020867.0,8460715.0,L,69.23076923,71.42857143,60.0,2012020498_233,Even,False,False,100.0
37078,2005020867.0,8466141.0,W,94.11764706,88.23529412,100.0,2012020498_90,Even,False,False,100.0
37077,2005020765.0,8448382.0,L,90.0,100.0,80.0,2012020498_88,Even,False,False,100.0
37076,2005020765.0,8467486.0,W,80.0,75.0,80.0,2012020498_50,Even,False,False,100.0
37075,2005020090.0,8460535.0,W,86.95652174,77.77777778,91.66666667,2012020498_47,Even,False,False,100.0
37074,2005020090.0,8467453.0,L,89.47368421,57.14285714,96.15384615,2012020498_45,Power Play,True,False,100.0
37073,2005020137.0,8467391.0,W,96.66666667,100.0,90.90909091,2012020498_40,Even,False,False,100.0
37072,2005020137.0,8468524.0,L,90.90909091,90.0,90.47619048,2012020498_26,Even,False,False,100.0
37071,2005020410.0,8448535.0,L,87.87878788,70.0,95.45454545,2012020498_23,Even,False,False,100.0
37065,2005020579.0,8467950.0,L,85.71428571,100.0,83.33333333,2013020974_243,Even,False,False,100.0
37097,2005020963.0,8469461.0,L,90.32258065,71.42857143,95.65217391,2012020399_174,Even,False,False,100.0
37101,2005020261.0,8469514.0,L,87.5,85.71428571,85.71428571,2013020182_141,Even,False,False,100.0
37102,2005020261.0,8462147.0,W,90.0,90.0,89.47368421,2013020182_176,Even,False,False,100.0
37135,2005020885.0,8468166.0,L,93.33333333,88.88888889,94.44444444,2013020383_10,Even,False,False,100.0
37151,2005020323.0,8462047.0,W,88.46153846,80.0,89.47368421,2013020053_177,Even,True,False,100.0
37150,2005020016.0,8459463.0,L,85.71428571,92.30769231,78.57142857,2012020199_311,Even,False,True,100.0
37149,2005020016.0,8460535.0,W,84.21052632,66.66666667,84.61538462,2012020199_306,Even,False,False,100.0
37148,2005020755.0,8464999.0,L,76.19047619,50.0,84.61538462,2012020199_289,Power Play,True,False,100.0
37145,2005020801.0,8460712.0,W,100.0,100.0,100.0,2013020732_271,Even,False,False,100.0
37141,2005021028.0,8465093.0,W,86.95652174,85.71428571,86.66666667,2013020732_185,Power Play,False,False,100.0
37139,2005021069.0,8462117.0,L,86.36363636,50.0,88.23529412,2013020732_60,Even,False,False,100.0
37138,2005020964.0,8460612.0,W,93.10344828,87.5,95.0,2013020732_40,Even,False,False,100.0
37128,2005020113.0,8465093.0,W,91.66666667,83.33333333,92.30769231,2012020208_140,Even,False,False,100.0
37103,2005020598.0,8467511.0,W,91.17647059,100.0,89.65517241,2013020182_262,Even,False,False,100.0
37126,2005020535.0,8460705.0,L,86.66666667,66.66666667,95.0,2012020208_44,Even,False,False,100.0
37125,2005021226.0,8462102.0,W,90.90909091,88.88888889,91.30434783,2012020208_31,Even,False,False,100.0
37124,2005021226.0,8467959.0,L,76.19047619,85.71428571,69.23076923,2012020208_11,Even,False,False,100.0
37122,2005020832.0,8467913.0,L,83.33333333,75.0,84.21052632,2013020202_235,Even,True,False,100.0
37120,2005020832.0,8468166.0,W,92.30769231,100.0,88.88888889,2013020202_116,Even,False,False,100.0
37119,2005020702.0,8466290.0,L,87.5,83.33333333,88.23529412,2013020202_54,Even,False,False,100.0
37114,2005021106.0,8448382.0,W,89.65517241,66.66666667,95.23809524,2012020502_221,Even,False,False,100.0
37113,2005020039.0,8459140.0,L,88.88888889,75.0,90.47619048,2012020502_209,Short Handed,False,False,100.0
37064,2005020431.0,8468481.0,W,93.10344828,83.33333333,95.45454545,2013020974_227,Power Play,False,False,100.0
37062,2005020250.0,8462047.0,W,93.10344828,87.5,94.73684211,2013020974_211,Power Play,False,False,100.0
37321,2005020575.0,8470140.0,W,90.47619048,66.66666667,93.33333333,2012020307_201,Even,False,False,100.0
37061,2005020250.0,8445386.0,L,86.20689655,85.71428571,85.71428571,2013020974_146,Power Play,False,False,100.0
37007,2005020165.0,8466141.0,W,94.87179487,92.30769231,96.0,2013020642_209,Even,False,False,100.0
37006,2005020165.0,8462161.0,L,91.66666667,81.81818182,95.83333333,2013020642_121,Even,False,False,100.0
37004,2005020566.0,8467511.0,L,93.47826087,95.23809524,91.66666667,2013020642_49,Power Play,False,False,100.0
37002,2005021001.0,8459579.0,L,91.66666667,93.75,87.5,2013020180_316,Even,True,False,100.0
37000,2005020144.0,8468550.0,L,93.33333333,80.0,95.65217391,2013020180_233,Even,False,False,100.0
36999,2005020015.0,8460516.0,W,93.75,83.33333333,96.0,2013020180_198,Even,False,False,100.0
36998,2005020015.0,8448382.0,L,90.0,100.0,85.0,2013020180_175,Even,False,False,100.0
36995,2005020811.0,8460703.0,L,93.02325581,100.0,90.625,2013020180_153,Power Play,False,False,100.0
36994,2005020811.0,8469675.0,W,88.88888889,80.0,90.0,2013020180_110,Even,False,False,100.0
36992,2005020741.0,8468550.0,L,80.0,66.66666667,87.5,2013020743_242,Even,False,False,100.0
36986,2005020630.0,8460705.0,W,91.30434783,0.0,94.73684211,2012020679_56,Even,False,False,100.0
36983,2005020363.0,8458075.0,L,88.57142857,90.0,87.5,2013020575_79,Even,True,False,100.0
36982,2005020363.0,8465093.0,W,86.95652174,66.66666667,93.75,2013021012_213,Even,True,False,100.0
36977,2005020315.0,8459463.0,W,94.87179487,75.0,96.55172414,2013020164_244,Even,False,False,100.0
36969,2005021038.0,8467913.0,W,89.65517241,100.0,86.36363636,2013021165_196,Even,False,False,100.0
36967,2005020669.0,8460703.0,W,89.28571429,66.66666667,95.23809524,2013021165_99,Even,False,False,100.0
36966,2005020669.0,8468524.0,L,83.33333333,100.0,77.77777778,2013021165_83,Even,True,False,100.0
36964,2005020406.0,8466339.0,L,88.63636364,75.0,88.23529412,2013021165_8,Even,False,False,100.0
36962,2005020012.0,8462147.0,L,81.48148148,60.0,85.71428571,2012020278_133,Even,False,False,100.0
37010,2005020351.0,8468037.0,W,91.17647059,80.0,92.85714286,2013020642_384,Power Play,True,False,100.0
37012,2005020212.0,8456137.0,L,77.77777778,66.66666667,80.0,2012020193_43,Even,False,False,100.0
37013,2005020212.0,8465093.0,W,90.32258065,88.88888889,88.88888889,2012020193_131,Even,False,False,100.0
37037,2005020004.0,8448535.0,W,94.59459459,100.0,93.10344828,2013020237_96,Even,False,False,100.0
37059,2005020285.0,8462161.0,L,70.37037037,80.0,60.0,2013020974_83,Power Play,False,False,100.0
37056,2005020685.0,8467511.0,L,72.22222222,50.0,73.33333333,2013020488_256,Even,False,False,100.0
37051,2005020231.0,8466290.0,W,93.93939394,100.0,92.30769231,2012020175_222,Even,False,False,100.0
37050,2005020231.0,8462117.0,L,78.26086957,33.33333333,83.33333333,2012020175_197,Power Play,False,False,100.0
37046,2005020577.0,8460712.0,L,88.88888889,87.5,88.88888889,2013021063_335,Even,False,True,100.0
37045,2005020577.0,8468524.0,W,91.30434783,100.0,90.0,2013021063_319,Even,True,False,100.0
37044,2005020264.0,8459140.0,W,96.2962963,100.0,94.44444444,2013021063_262,Even,False,False,100.0
37042,2005020047.0,8462044.0,L,90.32258065,75.0,100.0,2013021063_66,Even,False,False,100.0
37035,2005021044.0,8460704.0,W,92.30769231,100.0,90.90909091,2013020237_41,Even,False,False,100.0
37015,2005020844.0,8462055.0,L,88.46153846,50.0,91.30434783,2012020193_258,Even,True,False,100.0
37031,2005020007.0,8455710.0,W,97.2972973,94.11764706,100.0,2013020057_78,Even,False,False,100.0
37030,2005020007.0,8459432.0,L,86.48648649,77.77777778,85.71428571,2013020057_59,Even,False,False,100.0
37029,2005020205.0,8462044.0,L,96.875,91.66666667,100.0,2013020057_30,Even,True,False,100.0
37027,2005020622.0,8448535.0,L,92.85714286,84.61538462,96.0,2012020508_123,Even,False,False,100.0
37023,2005020392.0,8460535.0,W,93.33333333,100.0,92.30769231,2013020090_218,Power Play,True,False,100.0
37019,2005020810.0,8460705.0,L,95.65217391,100.0,94.11764706,2013020090_113,Even,False,False,100.0
37018,2005020810.0,8462044.0,W,100.0,100.0,100.0,2013020090_50,Even,False,False,100.0
