,gameID,playerID,decision,savePercentage,PPSave%,evenSave%,play_id,strength,gameWinningGoal,emptyNet,PKSavePercentage
30332,2006020885.0,8459579.0,L,93.10344828,80.0,95.65217391,2013020629_323,Even,False,False,100.0
30348,2006021229.0,8460612.0,W,91.66666667,100.0,90.47619048,2013020618_267,Power Play,False,False,100.0
30344,2006020030.0,8448382.0,L,92.0,66.66666667,100.0,2013020618_111,Even,False,False,100.0
30343,2006020030.0,8468524.0,W,97.14285714,85.71428571,100.0,2013020618_58,Even,False,False,100.0
30342,2006020343.0,8464999.0,W,95.65217391,100.0,93.75,2013020618_42,Even,False,False,100.0
30340,2006020506.0,8460703.0,W,100.0,100.0,100.0,2012020267_217,Even,False,False,100.0
30339,2006020506.0,8467430.0,L,89.47368421,66.66666667,100.0,2012020267_169,Power Play,True,False,100.0
30338,2006021117.0,8462047.0,L,88.23529412,92.30769231,84.21052632,2012020267_125,Power Play,False,False,100.0
30337,2006021117.0,8468481.0,W,85.71428571,100.0,80.0,2012020267_115,Even,False,False,100.0
30331,2006020411.0,8468685.0,W,93.33333333,80.0,95.83333333,2013020629_259,Even,False,False,100.0
30354,2006020109.0,8460715.0,L,84.0,40.0,94.73684211,2012020468_148,Power Play,False,False,100.0
30329,2006020925.0,8469548.0,W,86.11111111,85.71428571,85.71428571,2013020629_242,Even,False,False,100.0
30326,2006020083.0,8460705.0,W,100.0,100.0,100.0,2013020629_51,Even,False,False,100.0
30319,2006021066.0,8468011.0,W,94.59459459,100.0,91.66666667,2012020630_278,Even,False,False,100.0
30318,2006020746.0,8468166.0,L,78.26086957,80.0,75.0,2012020630_249,Even,False,False,100.0
30317,2006020746.0,8462152.0,W,89.65517241,100.0,88.0,2012020630_226,Even,True,False,100.0
30316,2006020964.0,8460806.0,L,84.21052632,50.0,87.5,2012020630_215,Even,False,False,100.0
30314,2006020964.0,8470216.0,W,100.0,100.0,100.0,2012020630_151,Even,False,False,100.0
30307,2006020737.0,8462117.0,W,95.23809524,100.0,94.44444444,2013021043_65,Even,False,False,100.0
30350,2006020351.0,8470594.0,W,94.28571429,100.0,93.33333333,2013020618_280,Even,True,False,100.0
30356,2006020329.0,8459308.0,W,95.34883721,90.90909091,96.77419355,2012020468_244,Even,False,False,100.0
30419,2006021226.0,8462147.0,L,89.65517241,83.33333333,90.90909091,2013020201_227,Even,False,False,100.0
30385,2006021068.0,8470090.0,L,91.30434783,100.0,88.23529412,2012020121_167,Even,False,False,100.0
30417,2006020719.0,8469658.0,W,88.88888889,100.0,86.95652174,2013020201_219,Even,True,False,100.0
30414,2006020313.0,8460715.0,L,93.61702128,100.0,92.10526316,2013020201_149,Even,False,False,100.0
30411,2006020956.0,8462147.0,W,96.55172414,80.0,100.0,2012020236_87,Even,True,False,100.0
30402,2006020642.0,8460712.0,W,87.09677419,60.0,91.66666667,2012020191_66,Even,False,False,100.0
30401,2006020642.0,8468524.0,L,79.16666667,100.0,75.0,2012020191_21,Even,False,False,100.0
30397,2006020504.0,8459140.0,L,89.47368421,75.0,92.85714286,2013020380_250,Even,True,False,100.0
30389,2006020053.0,8460705.0,L,81.25,60.0,84.61538462,2013020421_94,Even,False,False,100.0
30386,2006021068.0,8462117.0,W,100.0,100.0,100.0,2012020121_190,Even,False,False,100.0
30384,2006020677.0,8468524.0,L,88.23529412,100.0,85.71428571,2012020121_133,Even,False,False,100.0
30360,2006020962.0,8469608.0,L,94.44444444,77.77777778,100.0,2013020495_266,Even,True,False,100.0
30383,2006020677.0,8469514.0,W,95.0,100.0,93.75,2012020121_83,Even,False,False,100.0
30380,2006020966.0,8445769.0,W,90.0,81.81818182,94.44444444,2013020669_346,Even,True,False,100.0
30377,2006020809.0,8469608.0,W,100.0,100.0,100.0,2013020669_83,Even,False,False,100.0
30376,2006020809.0,8473404.0,L,88.57142857,77.77777778,92.0,2013020669_46,Even,False,False,100.0
30375,2006020338.0,8470090.0,W,86.36363636,80.0,87.5,2013020506_262,Even,False,False,100.0
30364,2006020784.0,8468481.0,W,93.33333333,100.0,88.88888889,2012020317_226,Power Play,False,False,100.0
30363,2006021012.0,8462152.0,W,90.32258065,100.0,88.46153846,2012020317_224,Power Play,False,False,100.0
30362,2006021012.0,8462147.0,L,83.33333333,81.81818182,83.33333333,2012020317_138,Even,False,False,100.0
30978,2002021047.0,8447449.0,W,90.0,50.0,92.0,2013021111_266,Even,False,False,100.0
30986,2002021185.0,8451033.0,W,95.65217391,100.0,94.11764706,2012020127_270,Even,True,False,100.0
30084,2006021148.0,8467950.0,W,94.28571429,90.0,95.83333333,2013020456_312,Even,False,True,100.0
31545,2002020476.0,8459357.0,L,89.47368421,100.0,85.71428571,2013020699_34,Even,False,False,100.0
31599,2002020421.0,8460612.0,L,62.5,50.0,60.0,2013020748_154,Power Play,False,False,100.0
31597,2002020421.0,8460497.0,W,100.0,100.0,100.0,2013020748_47,Even,False,False,100.0
31593,2002020762.0,8456692.0,L,86.36363636,60.0,93.75,2012020659_226,Even,True,False,100.0
31591,2002020419.0,8458988.0,W,91.42857143,50.0,96.42857143,2012020058_312,Even,False,True,100.0
31583,2002021108.0,8462117.0,W,93.33333333,83.33333333,95.45454545,2013020641_240,Even,True,False,100.0
31582,2002021108.0,8458615.0,L,83.33333333,85.71428571,80.0,2013020641_164,Even,False,False,100.0
31581,2002021071.0,8459541.0,W,88.88888889,83.33333333,88.88888889,2013020641_138,Even,False,False,100.0
31575,2002020190.0,8459463.0,W,100.0,100.0,100.0,2012020025_274,Even,False,False,100.0
31574,2002020190.0,8466156.0,L,90.47619048,100.0,88.88888889,2012020025_244,Power Play,False,False,100.0
31572,2002020285.0,8460806.0,W,87.5,100.0,85.71428571,2012020025_180,Even,False,False,100.0
31568,2002020832.0,8447449.0,L,90.625,100.0,89.65517241,2012020405_136,Even,False,False,100.0
31564,2002020276.0,8448382.0,W,100.0,100.0,100.0,2013021086_300,Even,False,True,100.0
31563,2002020126.0,8460704.0,W,95.23809524,100.0,91.66666667,2013021086_279,Even,False,False,100.0
31560,2002020199.0,8460704.0,L,85.71428571,66.66666667,87.5,2013021086_154,Even,False,False,100.0
31559,2002021200.0,8469658.0,W,90.90909091,83.33333333,92.30769231,2013021086_123,Power Play,False,False,100.0
31558,2002021200.0,8451033.0,L,81.81818182,75.0,82.35294118,2013020612_311,Even,True,False,100.0
31554,2002020525.0,8455710.0,L,82.35294118,75.0,83.33333333,2013020612_193,Even,False,False,100.0
31550,2002020590.0,8459432.0,W,91.42857143,100.0,90.625,2013020699_258,Even,False,False,100.0
31549,2002020290.0,8451033.0,W,96.66666667,100.0,95.65217391,2013020699_255,Power Play,False,False,100.0
31600,2002021107.0,8458988.0,W,94.44444444,66.66666667,96.875,2013020748_174,Even,False,False,100.0
31601,2002021107.0,8451837.0,L,85.71428571,66.66666667,86.66666667,2013020748_189,Even,False,False,100.0
31602,2002020132.0,8459463.0,W,97.14285714,100.0,96.15384615,2013020748_315,Power Play,True,False,100.0
31632,2002020113.0,8459357.0,L,83.33333333,66.66666667,84.0,2013020242_43,Even,False,False,100.0
31656,2002020001.0,8450833.0,W,95.23809524,100.0,93.33333333,2013020870_7,Power Play,True,False,100.0
31654,2002021027.0,8466141.0,W,97.56097561,100.0,95.45454545,2012020195_215,Even,False,False,100.0
31651,2002020596.0,8469636.0,L,87.5,100.0,86.48648649,2013020324_243,Even,False,False,100.0
31649,2002020725.0,8462047.0,W,100.0,100.0,100.0,2013020619_195,Even,False,False,100.0
31641,2002020691.0,8462047.0,W,100.0,100.0,100.0,2012020187_175,Power Play,False,False,100.0
31640,2002020140.0,8459463.0,W,93.93939394,60.0,100.0,2012020187_148,Even,True,False,100.0
31637,2002020854.0,8447449.0,W,86.11111111,75.0,87.09677419,2012020620_119,Short Handed,False,False,100.0
31636,2002020560.0,8448382.0,W,96.66666667,87.5,100.0,2012020620_56,Even,False,False,100.0
31631,2002020022.0,8455710.0,W,90.0,85.71428571,90.90909091,2013020242_21,Even,True,False,100.0
31604,2002021009.0,8458266.0,W,100.0,100.0,100.0,2013020406_16,Even,False,False,100.0
31630,2002020022.0,8462055.0,L,86.95652174,100.0,82.35294118,2013020060_304,Even,False,False,100.0
31622,2002020159.0,8458568.0,L,81.25,66.66666667,83.33333333,2013020060_18,Even,False,False,100.0
31621,2002020159.0,8459252.0,W,95.0,100.0,92.30769231,2013020801_277,Even,False,True,100.0
31620,2002020988.0,8459541.0,W,96.2962963,85.71428571,100.0,2013020801_245,Power Play,False,False,100.0
31619,2002020988.0,8462147.0,L,94.59459459,100.0,91.30434783,2013020801_26,Even,True,False,100.0
31616,2002020200.0,8460612.0,W,95.65217391,100.0,95.0,2013020464_140,Even,False,False,100.0
31615,2002020200.0,8445386.0,L,91.30434783,100.0,90.0,2013021147_304,Even,False,True,100.0
31605,2002021009.0,8459432.0,L,96.55172414,100.0,95.65217391,2013020406_138,Even,False,False,100.0
31548,2002020290.0,8460712.0,L,96.875,100.0,96.2962963,2013020699_248,Even,False,False,100.0
31543,2002020464.0,8458988.0,W,91.17647059,60.0,96.42857143,2013020359_235,Power Play,False,False,100.0
31658,2002020520.0,8460806.0,L,91.66666667,100.0,90.0,2013020583_85,Short Handed,False,False,100.0
31540,2002020933.0,8469675.0,L,92.30769231,100.0,91.30434783,2013020093_345,Even,True,False,100.0
31479,2002020121.0,8462055.0,W,96.0,100.0,93.75,2013020560_9,Even,False,False,100.0
31476,2002020858.0,8459541.0,L,83.33333333,75.0,84.61538462,2013020842_266,Even,True,False,100.0
31475,2002020756.0,8460535.0,W,92.10526316,88.88888889,92.59259259,2013020842_193,Even,False,False,100.0
31473,2002020992.0,8458266.0,W,84.61538462,100.0,81.81818182,2013020842_48,Power Play,False,False,100.0
31472,2002020992.0,8457969.0,L,84.375,100.0,80.76923077,2013020842_42,Even,False,False,100.0
31466,2002020944.0,8451837.0,L,86.95652174,100.0,85.71428571,2013020786_281,Even,True,False,100.0
31465,2002020522.0,8457714.0,W,91.66666667,100.0,90.625,2013020786_251,Even,False,False,100.0
31463,2002020382.0,8462052.0,L,82.60869565,83.33333333,81.25,2013020792_229,Even,True,False,100.0
31462,2002020382.0,8448382.0,W,90.0,100.0,84.21052632,2013020792_202,Even,False,False,100.0
31458,2002020211.0,8466192.0,W,100.0,100.0,100.0,2013020792_83,Even,False,False,100.0
31457,2002020211.0,8458562.0,L,91.30434783,81.81818182,100.0,2013020792_9,Even,False,False,100.0
31456,2002020142.0,8459252.0,W,100.0,100.0,100.0,2013021117_296,Power Play,False,False,100.0
31454,2002020883.0,8460535.0,L,90.0,50.0,92.59259259,2013021117_164,Even,False,False,100.0
31453,2002020883.0,8466141.0,W,100.0,100.0,100.0,2013021117_58,Even,False,False,100.0
31452,2002020783.0,8457969.0,W,95.0,100.0,94.11764706,2013021117_47,Even,True,False,100.0
31450,2002020024.0,8459140.0,W,95.45454545,75.0,100.0,2012020063_285,Even,False,False,100.0
31447,2002020914.0,8448535.0,L,84.84848485,100.0,82.75862069,2012020063_129,Even,False,False,100.0
31446,2002020914.0,8448382.0,W,94.44444444,100.0,92.30769231,2012020063_96,Power Play,False,False,100.0
31444,2002020485.0,8466141.0,W,100.0,100.0,100.0,2012020063_34,Even,False,False,100.0
31480,2002020255.0,8458568.0,W,94.28571429,71.42857143,100.0,2013020560_51,Power Play,True,False,100.0
31482,2002020020.0,8448535.0,W,97.22222222,90.90909091,100.0,2013020560_136,Even,False,False,100.0
31484,2002020196.0,8456137.0,W,93.5483871,87.5,95.45454545,2013020439_88,Even,False,False,100.0
31521,2002020496.0,8459140.0,L,92.30769231,100.0,90.90909091,2013020830_138,Even,False,False,100.0
31539,2002020458.0,8469636.0,W,100.0,100.0,100.0,2013020093_307,Power Play,False,False,100.0
31538,2002020458.0,8445386.0,L,95.23809524,100.0,93.75,2013020093_259,Power Play,False,False,100.0
31537,2002021068.0,8467913.0,L,95.65217391,0.0,100.0,2013020093_235,Even,False,False,100.0
31535,2002020973.0,8448535.0,W,100.0,100.0,100.0,2013020093_135,Even,False,False,100.0
31534,2002020973.0,8459463.0,L,93.10344828,100.0,88.23529412,2013020093_127,Even,False,False,100.0
31533,2002020508.0,8462055.0,L,96.42857143,100.0,95.83333333,2013020796_344,Even,True,False,100.0
31532,2002020508.0,8448382.0,W,100.0,100.0,100.0,2013020796_232,Even,False,False,100.0
31523,2002021113.0,8460535.0,W,91.89189189,83.33333333,93.33333333,2013020830_221,Even,False,False,100.0
31520,2002020496.0,8460712.0,W,95.0,80.0,96.96969697,2013020830_54,Power Play,False,False,100.0
31493,2002020321.0,8459357.0,L,95.65217391,100.0,93.75,2013020538_72,Even,False,False,100.0
31519,2002020466.0,8462052.0,W,91.30434783,100.0,90.0,2013020523_292,Even,False,False,100.0
31518,2002020466.0,8460704.0,L,83.33333333,100.0,78.26086957,2013020523_285,Even,True,False,100.0
31517,2002020960.0,8451033.0,W,95.65217391,100.0,92.85714286,2013020523_194,Even,False,False,100.0
31511,2002020986.0,8468166.0,W,94.73684211,100.0,92.30769231,2012020664_237,Power Play,False,False,100.0
31508,2002020670.0,8447449.0,L,92.5,100.0,91.42857143,2012020664_52,Even,False,False,100.0
31505,2002020351.0,8462102.0,L,89.28571429,100.0,87.5,2013020310_215,Even,True,False,100.0
31503,2002020820.0,8459541.0,L,90.90909091,100.0,89.28571429,2012020291_221,Even,False,False,100.0
31499,2002020782.0,8460535.0,L,80.95238095,66.66666667,81.25,2012020291_75,Even,False,False,100.0
31657,2002020001.0,8456692.0,L,85.71428571,88.88888889,80.0,2013020870_193,Power Play,False,False,100.0
31663,2002020713.0,8466192.0,L,88.23529412,100.0,81.81818182,2013021039_92,Power Play,True,False,100.0
30987,2002020865.0,8467959.0,W,97.5,85.71428571,100.0,2013020085_19,Even,False,False,100.0
31786,2002021159.0,8469636.0,W,97.72727273,100.0,97.22222222,2013020604_298,Even,False,True,100.0
31832,2002020391.0,8460612.0,W,89.65517241,80.0,89.47368421,2013021179_203,Even,False,False,100.0
31829,2002020651.0,8468651.0,L,76.47058824,75.0,75.0,2013020594_181,Even,False,False,100.0
31827,2002020651.0,8455994.0,W,88.88888889,100.0,86.95652174,2013020594_12,Even,False,False,100.0
31825,2002020179.0,8459252.0,W,86.66666667,100.0,81.81818182,2013021100_218,Even,False,False,100.0
31822,2002020561.0,8462055.0,W,93.75,91.66666667,94.44444444,2013021100_64,Power Play,False,False,100.0
31818,2002020205.0,8448535.0,W,97.72727273,100.0,96.96969697,2012020302_189,Even,True,False,100.0
31815,2002020213.0,8460705.0,L,87.87878788,84.61538462,88.88888889,2012020124_184,Power Play,False,False,100.0
31808,2002020015.0,8448535.0,W,87.09677419,88.88888889,81.81818182,2013021205_14,Power Play,True,False,100.0
31807,2002020015.0,8456137.0,L,82.14285714,81.25,81.81818182,2012020139_180,Even,False,False,100.0
31805,2002020086.0,8458266.0,L,80.95238095,71.42857143,83.33333333,2012020139_41,Even,True,False,100.0
31803,2002020183.0,8460704.0,L,83.33333333,0.0,86.36363636,2012020710_275,Even,False,False,100.0
31802,2002020439.0,8445386.0,W,97.22222222,92.30769231,100.0,2012020710_229,Even,False,False,100.0
31801,2002020439.0,8469463.0,L,84.0,100.0,80.0,2012020710_225,Even,False,False,100.0
31798,2002020506.0,8456137.0,L,95.23809524,100.0,94.11764706,2012020710_188,Even,False,False,100.0
31794,2002020788.0,8448535.0,L,92.10526316,100.0,89.65517241,2012020710_51,Power Play,False,False,100.0
31792,2002020365.0,8469463.0,W,90.32258065,66.66666667,92.0,2012020215_240,Even,False,False,100.0
31791,2002020365.0,8462055.0,L,85.71428571,100.0,83.33333333,2012020215_232,Even,False,False,100.0
31789,2002021222.0,8448382.0,L,86.66666667,50.0,88.46153846,2012020215_119,Even,False,False,100.0
31788,2002020103.0,8462047.0,L,92.30769231,100.0,90.90909091,2012020215_114,Even,False,False,100.0
31834,2002020754.0,8448535.0,L,86.66666667,83.33333333,86.95652174,2012020062_116,Even,False,False,100.0
31836,2002020504.0,8459579.0,W,93.33333333,100.0,91.66666667,2012020062_144,Even,False,False,100.0
31837,2002020041.0,8459463.0,L,93.10344828,100.0,90.47619048,2012020062_193,Even,True,False,100.0
31860,2002020704.0,8458266.0,W,88.88888889,100.0,87.5,2012020294_197,Even,False,False,100.0
31883,2002020531.0,8458988.0,W,92.5,80.0,93.93939394,2012020169_7,Even,False,False,100.0
31875,2002020780.0,8468481.0,L,93.75,50.0,96.55172414,2013020502_288,Even,False,False,100.0
31874,2002020780.0,8468651.0,W,96.55172414,100.0,96.0,2013020502_253,Even,False,False,100.0
31873,2002020271.0,8459140.0,L,90.625,100.0,88.0,2013020502_163,Even,False,False,100.0
31871,2002020855.0,8458988.0,L,88.88888889,80.0,90.47619048,2013020502_87,Even,False,False,100.0
31868,2002020124.0,8450833.0,W,93.5483871,100.0,90.0,2013021145_222,Power Play,True,False,100.0
31865,2002020064.0,8460712.0,W,88.88888889,80.0,90.90909091,2013020966_133,Even,False,False,100.0
31863,2002020223.0,8468037.0,W,90.625,83.33333333,90.90909091,2013020966_44,Even,False,False,100.0
31859,2002020704.0,8459541.0,L,75.0,100.0,66.66666667,2012020294_5,Even,True,False,100.0
31840,2002020214.0,8458568.0,W,95.0,80.0,96.77419355,2012020507_232,Even,True,False,100.0
31857,2002020811.0,8468651.0,W,96.2962963,83.33333333,100.0,2013020352_80,Even,True,False,100.0
31856,2002020811.0,8469463.0,L,89.47368421,50.0,100.0,2013020352_37,Even,False,False,100.0
31854,2002020652.0,8458568.0,L,86.66666667,83.33333333,88.23529412,2013020843_267,Even,False,False,100.0
31853,2002020636.0,8460535.0,L,90.625,100.0,88.88888889,2013020843_256,Even,True,False,100.0
31851,2002020243.0,8459463.0,W,96.42857143,100.0,96.15384615,2013020843_75,Even,False,False,100.0
31849,2002020141.0,8459140.0,W,100.0,100.0,100.0,2013020843_31,Power Play,False,False,100.0
31848,2002020141.0,8450833.0,L,90.47619048,100.0,88.23529412,2012020687_273,Even,False,False,100.0
31841,2002020268.0,8462044.0,L,88.46153846,100.0,86.36363636,2012020507_255,Even,False,False,100.0
31787,2002020103.0,8455710.0,W,95.83333333,100.0,94.73684211,2012020215_50,Power Play,False,False,100.0
31781,2002021106.0,8469548.0,W,93.33333333,100.0,90.90909091,2012020393_146,Even,False,False,100.0
31665,2002020824.0,8462044.0,W,96.55172414,100.0,95.23809524,2013021039_234,Even,False,False,100.0
31779,2002020241.0,8457714.0,L,80.0,33.33333333,90.0,2012020393_14,Even,False,False,100.0
31735,2002020468.0,8462047.0,W,93.10344828,66.66666667,96.0,2013021134_259,Even,False,False,100.0
31734,2002020468.0,8458615.0,L,84.0,66.66666667,88.88888889,2013021134_187,Even,False,False,100.0
31733,2002020215.0,8462044.0,W,100.0,100.0,100.0,2013021134_165,Even,False,False,100.0
31729,2002021149.0,8468651.0,L,92.85714286,100.0,92.30769231,2012020258_25,Even,True,False,100.0
31727,2002020991.0,8448382.0,W,94.28571429,87.5,100.0,2013020930_300,Even,False,False,100.0
31726,2002020991.0,8460715.0,L,86.36363636,75.0,86.66666667,2013020930_132,Even,False,False,100.0
31718,2002020872.0,8451837.0,W,95.0,75.0,100.0,2013021193_131,Even,False,False,100.0
31717,2002020872.0,8462147.0,L,87.5,100.0,83.33333333,2013021193_124,Even,False,False,100.0
31714,2002020313.0,8459308.0,L,85.71428571,75.0,86.66666667,2013021204_229,Even,False,False,100.0
31706,2002020154.0,8459541.0,L,96.96969697,80.0,100.0,2012020568_75,Even,False,False,100.0
31705,2002020154.0,8466156.0,W,97.5,100.0,96.875,2012020568_41,Even,False,False,100.0
31698,2002020482.0,8468481.0,W,88.23529412,100.0,83.33333333,2013020873_75,Even,False,False,100.0
31697,2002020685.0,8459579.0,W,88.88888889,80.0,91.66666667,2013020873_47,Even,False,False,100.0
31696,2002020685.0,8462120.0,L,86.66666667,50.0,88.88888889,2013020873_31,Even,False,False,100.0
31686,2002020162.0,8469636.0,W,95.45454545,85.71428571,100.0,2012020227_204,Even,False,False,100.0
31684,2002021181.0,8460712.0,L,91.30434783,50.0,100.0,2012020709_294,Even,True,False,100.0
31682,2002020698.0,8460806.0,W,96.77419355,100.0,95.65217391,2012020709_27,Even,False,False,100.0
31674,2002020057.0,8462117.0,W,88.0,71.42857143,93.75,2013020231_89,Power Play,False,False,100.0
31670,2002021103.0,8460516.0,W,86.95652174,75.0,88.88888889,2012020608_301,Even,False,False,100.0
31737,2002020535.0,8462055.0,L,81.25,85.71428571,78.26086957,2013021134_328,Power Play,True,False,100.0
31740,2002021085.0,8459579.0,W,80.0,85.71428571,76.47058824,2013020395_134,Even,False,False,100.0
31743,2002020925.0,8459541.0,L,90.625,100.0,85.71428571,2013020395_244,Even,False,False,100.0
31766,2002021131.0,8458266.0,W,100.0,100.0,100.0,2012020297_13,Even,False,False,100.0
31778,2002021091.0,8469658.0,L,87.5,80.0,88.0,2013020371_297,Even,False,True,100.0
31777,2002021091.0,8458266.0,W,96.2962963,100.0,94.73684211,2013020371_291,Even,False,False,100.0
31775,2002020083.0,8459463.0,W,97.2972973,100.0,95.0,2013020371_223,Power Play,True,False,100.0
31773,2002020066.0,8458568.0,W,82.60869565,80.0,78.57142857,2013020371_148,Even,False,False,100.0
31772,2002020328.0,8460712.0,W,91.66666667,100.0,90.0,2012020297_293,Even,False,False,100.0
31770,2002020810.0,8447449.0,L,84.84848485,83.33333333,84.61538462,2012020297_188,Power Play,True,False,100.0
31769,2002020810.0,8460704.0,W,92.85714286,100.0,92.0,2012020297_157,Even,False,False,100.0
31768,2002020979.0,8456137.0,L,97.2972973,100.0,96.66666667,2012020297_139,Even,False,False,100.0
31765,2002021131.0,8462247.0,L,97.05882353,100.0,96.0,2012020288_339,Even,True,False,100.0
31745,2002020487.0,8459432.0,W,96.55172414,100.0,93.33333333,2012020015_62,Power Play,False,False,100.0
31760,2002020604.0,8465093.0,W,91.30434783,66.66666667,94.44444444,2013021068_109,Even,True,False,100.0
31758,2002020880.0,8462044.0,W,93.93939394,100.0,92.59259259,2013021068_75,Even,False,False,100.0
31753,2002020234.0,8465093.0,L,96.55172414,66.66666667,100.0,2013021044_108,Power Play,False,False,100.0
31752,2002020234.0,8466192.0,W,96.66666667,100.0,95.65217391,2012020015_323,Even,False,True,100.0
31751,2002020662.0,8448535.0,L,94.44444444,100.0,93.75,2012020015_304,Short Handed,False,False,100.0
31750,2002020662.0,8456137.0,W,96.0,100.0,95.23809524,2012020015_256,Even,False,False,100.0
31748,2002020292.0,8462055.0,L,84.84848485,100.0,76.19047619,2012020015_177,Power Play,True,False,100.0
31747,2002021055.0,8466156.0,L,90.625,75.0,92.59259259,2012020015_116,Even,False,False,100.0
31441,2002021058.0,8445769.0,L,89.28571429,66.66666667,100.0,2013020051_173,Even,False,False,100.0
31440,2002021058.0,8459432.0,W,100.0,100.0,100.0,2013020051_167,Even,False,False,100.0
31437,2002020532.0,8458568.0,W,100.0,100.0,100.0,2013020087_182,Power Play,True,False,100.0
31100,2002020386.0,8462047.0,W,96.96969697,87.5,100.0,2013020544_199,Even,False,False,100.0
31144,2002020701.0,8460715.0,W,91.66666667,100.0,89.47368421,2012020067_124,Even,False,False,100.0
31143,2002020701.0,8459579.0,L,83.33333333,100.0,80.0,2012020067_77,Even,False,False,100.0
31139,2002020068.0,8460704.0,W,92.68292683,90.90909091,92.85714286,2012020407_196,Even,False,False,100.0
31138,2002020068.0,8459140.0,L,89.65517241,85.71428571,90.47619048,2012020407_158,Even,False,False,100.0
31135,2002020957.0,8445769.0,W,96.96969697,100.0,95.0,2012020407_35,Even,False,False,100.0
31131,2002020686.0,8455710.0,W,90.0,100.0,85.71428571,2012020527_267,Even,False,False,100.0
31130,2002020686.0,8459463.0,L,87.09677419,70.0,94.44444444,2012020527_244,Even,False,False,100.0
31127,2002020441.0,8459579.0,W,89.28571429,100.0,84.21052632,2012020226_205,Even,False,False,100.0
31125,2002020972.0,8448382.0,W,91.66666667,100.0,88.88888889,2012020226_6,Even,False,False,100.0
31124,2002020972.0,8462052.0,L,84.84848485,75.0,85.71428571,2013020264_310,Even,False,False,100.0
31123,2002020018.0,8456830.0,L,94.28571429,85.71428571,100.0,2013020264_155,Even,False,False,100.0
31121,2002020941.0,8448535.0,W,94.59459459,87.5,96.15384615,2013020264_88,Power Play,False,False,100.0
31117,2002020812.0,8451033.0,W,91.17647059,85.71428571,92.30769231,2013020042_34,Power Play,False,False,100.0
31116,2002020812.0,8448382.0,L,88.57142857,85.71428571,88.46153846,2013020042_26,Power Play,False,False,100.0
31115,2002020118.0,8458266.0,L,87.09677419,33.33333333,92.30769231,2013020327_325,Even,False,False,100.0
31109,2002020926.0,8460516.0,W,92.30769231,75.0,100.0,2012020016_318,Power Play,False,False,100.0
31107,2002021023.0,8459140.0,L,96.2962963,80.0,100.0,2012020016_194,Even,True,False,100.0
31105,2002021211.0,8468038.0,W,93.10344828,80.0,95.65217391,2012020016_72,Power Play,False,False,100.0
31104,2002021211.0,8458568.0,L,92.85714286,100.0,92.0,2013020544_293,Even,False,True,100.0
31145,2002020327.0,8455710.0,L,88.0,66.66666667,90.47619048,2012020067_201,Even,False,False,100.0
31146,2002020327.0,8448382.0,W,92.59259259,0.0,96.0,2012020067_217,Power Play,False,False,100.0
31148,2002020080.0,8448382.0,W,100.0,100.0,100.0,2012020067_304,Power Play,True,False,100.0
31177,2002021203.0,8458615.0,W,96.55172414,100.0,95.83333333,2012020189_75,Short Handed,False,False,100.0
31204,2002021005.0,8459463.0,W,100.0,100.0,100.0,2013020759_76,Even,False,False,100.0
31203,2002021005.0,8460806.0,L,96.0,100.0,95.0,2013020759_60,Even,False,False,100.0
31199,2002020932.0,8460806.0,W,100.0,100.0,100.0,2013020398_81,Even,False,False,100.0
31197,2002020067.0,8466141.0,L,85.71428571,60.0,93.33333333,2012020716_242,Even,False,False,100.0
31190,2002020286.0,8458075.0,W,96.66666667,100.0,95.45454545,2013020693_127,Power Play,False,False,100.0
31184,2002020839.0,8466141.0,L,92.0,88.88888889,93.33333333,2013020292_78,Power Play,False,False,100.0
31183,2002020839.0,8456137.0,W,96.42857143,87.5,100.0,2013020292_40,Even,False,False,100.0
31179,2002020427.0,8445386.0,L,93.5483871,100.0,91.66666667,2012020189_146,Even,False,False,100.0
31176,2002020077.0,8469463.0,L,85.71428571,66.66666667,100.0,2012020189_47,Even,False,False,100.0
31154,2002020111.0,8465093.0,W,91.66666667,85.71428571,93.75,2012020718_266,Power Play,False,False,100.0
31168,2002020401.0,8460516.0,L,82.60869565,75.0,82.35294118,2013021121_97,Even,False,False,100.0
31167,2002020401.0,8460806.0,W,94.11764706,83.33333333,96.0,2013021121_44,Even,False,False,100.0
31166,2002020445.0,8462161.0,W,100.0,100.0,100.0,2013021121_23,Even,False,False,100.0
31165,2002020445.0,8455994.0,L,86.20689655,66.66666667,88.0,2013021190_288,Even,True,False,100.0
31163,2002020666.0,8460535.0,L,96.96969697,80.0,100.0,2013021190_241,Even,False,False,100.0
31162,2002021069.0,8460712.0,L,96.96969697,100.0,96.42857143,2013021190_236,Even,False,False,100.0
31159,2002021020.0,8464999.0,L,93.33333333,100.0,92.0,2012020718_344,Even,False,False,100.0
31158,2002020484.0,8457714.0,W,81.81818182,66.66666667,91.66666667,2012020718_339,Even,False,False,100.0
31103,2002020710.0,8460712.0,W,93.93939394,50.0,96.66666667,2013020544_276,Even,True,False,100.0
31097,2002021064.0,8459579.0,L,75.0,75.0,71.42857143,2013020544_60,Even,False,False,100.0
31428,2002020063.0,8445386.0,L,93.5483871,100.0,92.85714286,2012020219_245,Even,False,False,100.0
31095,2002021064.0,8458075.0,W,93.93939394,100.0,91.30434783,2012020383_292,Power Play,False,False,100.0
